speaker,text,minute_start,minute_end
Donald Trump,"Well, you’re certainly going to socialist.",,
Donald Trump,You’re going to socialist-,,
Chris Wallace,"Gentlemen, we’re now into open discussion.",,
Joe Biden,Open discussion.,,
Chris Wallace,"Open discussion, yes, I agree.",,
Chris Wallace,"Go ahead, Vice President.",,
Joe Biden,"Number one, he knows what I proposed.",,
Joe Biden,What I proposed is that we expand Obamacare and we increase it.,,
Joe Biden,We do not wipe any.,,
Joe Biden,"And one of the big debates we had with 23 of my colleagues trying to win the nomination that I won, were saying that Biden wanted to allow people to have private insurance still.",,
Joe Biden,They can.,,
Joe Biden,They do.,,
Joe Biden,They will under my proposal.,,
Donald Trump,That’s not what you’ve said and it’s not what your party is saying.,,
Joe Biden,That is simply a lie.,,
Donald Trump,Your party doesn’t say it.,,
Donald Trump,Your party wants to go socialist medicine and socialist healthcare.,,
Joe Biden,The party is me.,,
Joe Biden,"Right now, I am the Democratic Party.",,
Donald Trump,"And they’re going to dominate you, Joe.",,
Donald Trump,You know that.,,
Joe Biden,I am the Democratic Party right now.,,
Donald Trump,Not according to Harris.,,
Joe Biden,"The platform of the Democratic Party is what I, in fact, approved of, what I approved of.",,
Joe Biden,"Now, here’s the deal.",,
Joe Biden,The deal is that it’s going to wipe out pre-existing conditions.,,
Joe Biden,"And, by the way, the 200,000 people that have died on his watch, how many of those have survived?",,
Joe Biden,"Well, there’s seven million people that contracted COVID.",,
Joe Biden,What does it mean for them going forward if you strike down the Affordable Care Act?,,
Donald Trump,"Joe, you’ve had 308,000 military people dying because you couldn’t provide them proper healthcare in the military.",,
Donald Trump,So don’t tell me about this.,,
Joe Biden,I’m happy to talk about this.,,
Donald Trump,"And if you were here, it wouldn’t be 200, it would be two million people because you were very late on the draw.",,
Donald Trump,"You didn’t want me to ban China, which was heavily infected.",,
Donald Trump,You didn’t want me to ban Europe.,,
Chris Wallace,"All right, gentlemen, Mr. President.",,
Donald Trump,"You would have been much later, Joe, much later.",,
Chris Wallace,Mr. President.,,
Donald Trump,We’re talking about two million people.,,
Joe Biden,You’re not going to be able to shut him up.,,
Chris Wallace,"Mr. President, as the moderator, we are going to talk about COVID in the next segment.",,
Chris Wallace,But go ahead.,,
Joe Biden,Let me finish.,,
Joe Biden,The point is that the President also is opposed to Roe V. Wade.,,
Joe Biden,"That’s on the ballot as well and the court, in the court, and so that’s also at stake right now.",,
Joe Biden,And so the election is all-,,
Donald Trump,You don’t know what’s on the ballot.,,
Donald Trump,Why is it on the ballot?,,
Donald Trump,Why is it on the ballot?,,
Donald Trump,It’s not on the ballot.,,
Joe Biden,It’s on the ballot in the court.,,
Donald Trump,I don’t think so.,,
Joe Biden,In the court.,,
Donald Trump,There’s nothing happening there.,,
Joe Biden,Donald would you just be quiet for a minute.,,
Donald Trump,You don’t know her view on Roe V. Wade?,,
Donald Trump,You don’t know here view.,,
Chris Wallace,"Well, all right.",,
Chris Wallace,All right.,,
Chris Wallace,Let’s talk.,,
Chris Wallace,"We’ve got a lot to unpack here, gentlemen.",,
Chris Wallace,We’ve got a lot of time.,,
Chris Wallace,"On healthcare, and then we’ll come back to Roe V. Wade.",,
Joe Biden,All right.,,
Chris Wallace,"Mr. President, the Supreme Court will hear a case a week after the election in which the Trump Administration, along with 18 state Attorney Generals are seeking to overturn Obamacare, to end Obamacare.",,
Donald Trump,That’s right.,,
Chris Wallace,You have spent the last week-,,
Donald Trump,Because they want to give good healthcare.,,
Chris Wallace,"If I may ask my question, sir.",,
Joe Biden,Good healthcare.,,
Chris Wallace,"Over the last four years, you have promised to repeal and replace Obamacare, but you have never in these four years come up with a plan, a comprehensive plan, to replace Obamacare.",,
Donald Trump,"Yes, I have.",,
Donald Trump,"Of course, I have.",,
Donald Trump,The individual mandate.,,
Chris Wallace,[crosstalk 00:11:26] when I finish I’m going to give an opportunity-,,
Donald Trump,Excuse me.,,
Donald Trump,"I got rid of the individual mandate, which was a big chunk of Obamacare.",,
Chris Wallace,That’s not a comprehensive place.,,
Donald Trump,That is absolutely a big thing.,,
Donald Trump,That was the worst part of Obamacare.,,
Chris Wallace,"I didn’t ask, sir.",,
Donald Trump,"Chris, that was the worst part of Obamacare.",,
Chris Wallace,You’re debating him not me.,,
Chris Wallace,Let me ask my question.,,
Donald Trump,"Well, I’ll ask Joe.",,
Donald Trump,The individual mandate was the most unpopular aspect of Obamacare.,,
Chris Wallace,Mr. President.,,
Donald Trump,I got rid of it.,,
Donald Trump,And we will protect people.,,
Chris Wallace,"Mr. President, I’m the moderator of this debate and I would like you to let me ask my question and then you can answer.",,
Donald Trump,Go ahead.,,
Chris Wallace,"You, in the course of these four years, have never come up with a comprehensive plan to replace Obamacare, and just this last Thursday you signed a largely symbolic Executive Order to protect people with pre-existing conditions five days before this debate.",,
Chris Wallace,"So my question, sir, is what is the Trump healthcare plan?",,
Donald Trump,"Well, first of all, I guess I’m debating you, not him, but that’s okay.",,
Donald Trump,I’m not surprised.,,
Donald Trump,Let me just tell you something.,,
Donald Trump,There’s nothing symbolic.,,
Donald Trump,I’m cutting drug prices.,,
Donald Trump,"I’m going with Favored Nations, which no President has the courage to do because you’re going against big pharma.",,
Donald Trump,Drug prices will be coming down 80 or 90%.,,
Donald Trump,"You could have done it during your 47 year period in government, but you didn’t do it.",,
Donald Trump,Nobody’s done it.,,
Donald Trump,So we’re cutting healthcare.,,
Chris Wallace,What about pre-existing conditions?,,
Donald Trump,All of the things that we’ve done.,,
Joe Biden,He has not done healthcare.,,
Donald Trump,I’ll give you an example.,,
Donald Trump,"Insulin, it was destroying families, destroying people, the cost.",,
Donald Trump,"I’m getting it for so cheap it’s like water, you want to know the truth.",,
Donald Trump,So cheap.,,
Donald Trump,Take a look at all of the drugs that what we’re doing.,,
Donald Trump,"Prescription drug prices, we’re going to allow our Governors now to go to other countries to buy drugs because when they paid just a tiny fraction of what we do.",,
Chris Wallace,"Okay, like I say, this is open discussion.",,
Donald Trump,This is big stuff.,,
Chris Wallace,"Sir, you’ll be happy.",,
Chris Wallace,"I’m about to pick up on one of your points to ask the Vice President, which is, he points out that you would like to add a public option to Obamacare.",,
Joe Biden,Yes.,,
Chris Wallace,And the argument that he makes and other Republicans make is that that is going to end private insurance.,,
Joe Biden,It is not.,,
Chris Wallace,If I start asking the question.,,
Donald Trump,"That’s not what your party says, by the way.",,
Chris Wallace,And it will end private insurance and create a government takeover of health.,,
Joe Biden,It does not.,,
Joe Biden,"It’s only for those people who are so poor they qualify for Medicaid they can get that free in most States, except Governors who want to deny people who are poor Medicaid.",,
Joe Biden,Anyone who qualifies for Medicaid would automatically be enrolled in the public option.,,
Joe Biden,The vast majority of the American people would still not be in that option.,,
Joe Biden,Number one.,,
Joe Biden,Number two.,,
Donald Trump,"Joe, you agreed with Bernie Sanders, who’s far left, on the manifesto, we call it.",,
Donald Trump,And that gives you socialized medicine.,,
Joe Biden,"Look, hey.",,
Donald Trump,Are you saying you didn’t agree?,,
Joe Biden,I’m not going to listen to him.,,
Joe Biden,The fact of the matter is I beat Bernie Sanders.,,
Donald Trump,Not by much.,,
Joe Biden,I beat him by a whole hell of a lot.,,
Donald Trump,Not by much.,,
Joe Biden,"I’m here standing facing you, old buddy.",,
Donald Trump,If Pocahontas would have left two days early you would have lost every primary.,,
Joe Biden,All he knows how to do-,,
Donald Trump,"On Super Tuesday, you got very lucky.",,
Joe Biden,Look he’s the deal.,,
Joe Biden,I got very lucky.,,
Joe Biden,I’m going to get very lucky tonight as well.,,
Donald Trump,With what?,,
Joe Biden,And tonight I’m going to make sure.,,
Donald Trump,With what?,,
Joe Biden,"Because here’s the deal, here’s the deal.",,
Joe Biden,The fact is that everything he’s saying so far is simply a lie.,,
Joe Biden,I’m not here to call out his lies.,,
Joe Biden,Everybody knows he’s a liar.,,
Donald Trump,But you agree.,,
Donald Trump,"Joe, you’re the liar.",,
Donald Trump,You graduated last in your class not first in your class.,,
Joe Biden,"God, I want to make sure-",,
Chris Wallace,"Mr. President, can you let him finish, sir?",,
Joe Biden,"No, he doesn’t know how to do that.",,
Donald Trump,You’d be surprised.,,
Donald Trump,You’d be surprised.,,
Donald Trump,"Go ahead, Joe.",,
Joe Biden,"The wrong guy, the wrong night, at the wrong time.",,
Donald Trump,"Listen, you agreed with Bernie Sanders and the manifesto.",,
Joe Biden,"There is no manifesto, number one.",,
Chris Wallace,"Please let him speak, Mr. President.",,
Joe Biden,Number two.,,
Donald Trump,He just lost the left.,,
Joe Biden,Number two.,,
Donald Trump,You just lost the left.,,
Donald Trump,"You agreed with Bernie Sanders on a plan that you absolutely agreed to and under that plan [crosstalk 00:15:10], they call it socialized medicine.",,
Chris Wallace,Mr. President.,,
Joe Biden,"I’ll tell you what, he is not for any help for people needing healthcare.",,
Donald Trump,"Who is, Bernie?",,
Joe Biden,"Because he, in fact, already has costs 10 million people their healthcare that they had from their employers because of his recession.",,
Joe Biden,Number one.,,
Joe Biden,"Number two, there are 20 million people getting healthcare through Obamacare now that he wants to take it away.",,
Joe Biden,He won’t ever look you in the eye and say that’s what he wants to do.,,
Joe Biden,Take it away.,,
Donald Trump,"No, I want to give them better healthcare at a much lower price, because Obamacare is no good.",,
Joe Biden,He doesn’t know how.,,
Joe Biden,He doesn’t know how to do that.,,
Donald Trump,I’ve already fixed it.,,
Joe Biden,He has never offered a plan.,,
Donald Trump,We’ve already fixed it to an extent.,,
Donald Trump,"Obamacare, as you might know but probably don’t, Obamacare is no good.",,
Chris Wallace,"Gentlemen, you realize if you’re both speaking at the same time.",,
Chris Wallace,Let the President.,,
Chris Wallace,"Go ahead, sir.",,
Donald Trump,Obamacare is no good.,,
Donald Trump,We made it better and I had a choice to make very early on.,,
Donald Trump,We took away the individual mandate.,,
Donald Trump,"We guaranteed pre-existing conditions, but took away the individual mandate.",,
Donald Trump,"Listen, this is the way it is.",,
Donald Trump,"And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly?",,
Donald Trump,"If I run it badly, they’ll probably blame him, but they’ll blame me.",,
Donald Trump,"But more importantly, I want to help people.",,
Donald Trump,Okay.,,
Donald Trump,"I said, “You’ve got to run it so well.” And I just had a meeting with them.",,
Donald Trump,"They said the problem is, no matter how well you run Obamacare, it’s a disaster.",,
Donald Trump,It’s too expensive.,,
Donald Trump,"Premiums are too high, that it doesn’t work.",,
Donald Trump,So we do want to get rid of it.,,
Donald Trump,"Chris, we want to get rid of that and give something that’s cheaper and better.",,
Chris Wallace,"I understand that, sir.",,
Chris Wallace,But I have to give you roughly equal time.,,
Donald Trump,Go ahead.,,
Chris Wallace,"Please let the Vice President talk, sir.",,
Donald Trump,Good.,,
Joe Biden,He has no plan for healthcare.,,
Donald Trump,"Of course, we do.",,
Chris Wallace,Please.,,
Joe Biden,He sends out wishful thinking.,,
Joe Biden,He has Executive Orders that have no power.,,
Joe Biden,He hasn’t lowered drug costs for anybody.,,
Joe Biden,He’s been promising a healthcare plan since he got elected.,,
Joe Biden,"He has none, like almost everything else he talks about.",,
Joe Biden,He does not have a plan.,,
Joe Biden,He doesn’t have a plan.,,
Joe Biden,And the fact is this man doesn’t know what he’s talking about.,,
Joe Biden,[crosstalk 00:17:14].,,
Chris Wallace,"All right, I have one final question for you.",,
Joe Biden,Sure.,,
Chris Wallace,"Mr. Vice President, if Senate Republicans, we were talking originally about the Supreme Court here, if Senate Republicans go ahead and confirm Justice Barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there.",,
Chris Wallace,You call this a distraction by the President.,,
Chris Wallace,"But, in fact, it wasn’t brought up by the President.",,
Chris Wallace,It was brought up by some of your Democratic colleagues in the Congress.,,
Chris Wallace,"So my question to you is, you have refused in the past to talk about it, are you willing to tell the American tonight whether or not you will support either ending the filibuster or packing the court?",,
Joe Biden,"Whatever position I take on that, that’ll become the issue.",,
Joe Biden,The issue is the American people should speak.,,
Joe Biden,You should go out and vote.,,
Joe Biden,You’re voting now.,,
Joe Biden,Vote and let your Senators know strongly how you feel.,,
Donald Trump,Are you going to pack the court?,,
Joe Biden,Vote now.,,
Donald Trump,Are you going to pack the court?,,
Joe Biden,"Make sure you, in fact, let people know, your Senators.",,
Donald Trump,He doesn’t want to answer the question.,,
Joe Biden,I’m not going to answer the question.,,
Donald Trump,Why wouldn’t you answer that question?,,
Donald Trump,You want to put a lot of new Supreme Court Justices.,,
Donald Trump,Radical left.,,
Joe Biden,"Will you shut up, man?",,
Donald Trump,"Listen, who is on your list, Joe?",,
Donald Trump,Who’s on your list?,,
Chris Wallace,"Gentlemen, I think we’ve ended this-",,
Joe Biden,This is so un-Presidential.,,
Donald Trump,He’s going to pack the court.,,
Donald Trump,He is not going to give a list.,,
Chris Wallace,We have ended the segment.,,
Chris Wallace,We’re going to move on to the second segment.,,
Joe Biden,"That was really a productive segment, wasn’t it?",,
Joe Biden,"Keep yapping, man.",,
Donald Trump,"The people understand, Joe.",,
Joe Biden,They sure do.,,
Donald Trump,"47 years, you’ve done nothing.",,
Donald Trump,They’re understand.,,
Chris Wallace,"All right, the second subject is COVID-19, which is an awfully serious subject.",,
Chris Wallace,So let’s try to be serious about it.,,
Chris Wallace,"We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died.",,
Chris Wallace,"Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal.",,
Chris Wallace,"My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward?",,
Chris Wallace,"In this case, the question goes to you first, sir.",,
Chris Wallace,"Two minutes, uninterrupted.",,
Joe Biden,Good luck.,,
Joe Biden,"200,000 dead.",,
Joe Biden,"As you said, over seven million infected in the United States.",,
Joe Biden,"We, in fact, have 4% of the world’s population, 20% of the deaths.",,
Joe Biden,"40,000 people a day are contracting COVID.",,
Joe Biden,"In addition to that, about between 750 and 1000 people a day are dying.",,
Joe Biden,"When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are.",,
Joe Biden,That’s why it is.,,
Joe Biden,The President has no plan.,,
Joe Biden,He hasn’t laid out anything.,,
Joe Biden,He knew all the way back in February how serious this crisis was.,,
Joe Biden,He knew it was a deadly disease.,,
Joe Biden,What did he do?,,
Joe Biden,He’s on tape as acknowledging he knew it.,,
Joe Biden,He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people.,,
Joe Biden,You don’t panic.,,
Joe Biden,He panicked.,,
Joe Biden,"In addition to that, what did he do?",,
Joe Biden,He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was.,,
Joe Biden,He did not even ask Xi to do that.,,
Donald Trump,Wrong.,,
Joe Biden,He told us what a great job Xi was doing.,,
Joe Biden,He said we owe him debt of gratitude for being so transparent with us.,,
Joe Biden,And what did he do then?,,
Joe Biden,He then did nothing.,,
Joe Biden,He waited and waited and waited.,,
Joe Biden,He still doesn’t have a plan.,,
Donald Trump,Wrong.,,
Chris Wallace,"Sir, it’s his two minutes.",,
Donald Trump,It’s so wrong.,,
Joe Biden,"I laid out back in March, exactly what we should be doing.",,
Joe Biden,"And I laid out again in July, what we should be doing.",,
Joe Biden,We should be providing all the protective gear possible.,,
Joe Biden,We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open.,,
Joe Biden,Open schools cost a lot of money.,,
Joe Biden,You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives.,,
Donald Trump,"So, if we would have listened to you.",,
Chris Wallace,"Wait, wait.",,
Chris Wallace,"You have two minutes, sir.",,
Donald Trump,"If we would’ve listened to you, the country would have been left wide open, millions of people would have died, not 200,000.",,
Donald Trump,And one person is too much.,,
Donald Trump,It’s China’s fault.,,
Donald Trump,It should have never happened.,,
Donald Trump,"They stopped it from going in, but it was China’s fault.",,
Donald Trump,"And, by the way, when you talk about numbers, you don’t know how many people died in China.",,
Donald Trump,You don’t know how many people died in Russia.,,
Donald Trump,You don’t know how many people died in India.,,
Donald Trump,"They don’t exactly give you a straight count, just so you understand.",,
Donald Trump,"But if you look at what we’ve done, I closed it and you said, “He’s xenophobic.",,
Donald Trump,"He’s a racist and he’s xenophobic,” because you didn’t think I should have closed our country.",,
Donald Trump,Wait a minute.,,
Chris Wallace,"Sir, it’s his two minutes.",,
Donald Trump,You didn’t think we should have closed our country because you thought it was terrible.,,
Donald Trump,You wouldn’t have closed it for another two months.,,
Donald Trump,"By my doing it early, in fact, Dr. Fauci said, “President Trump saved thousands of lives.” Many of your Democrat Governors said, “President Trump did a phenomenal job.” We worked with the Governor.",,
Donald Trump,"Oh really, go take a look.",,
Donald Trump,The Governors said I did a phenomenal job.,,
Donald Trump,Most of them said that.,,
Donald Trump,"In fact, people that would not be necessarily on my side said that, “President Trump did a phenomenal job.” We did.",,
Donald Trump,We got the gowns.,,
Donald Trump,We got the masks.,,
Donald Trump,We made the ventilators.,,
Donald Trump,You wouldn’t have made ventilators.,,
Donald Trump,And now we’re weeks away from a vaccine.,,
Donald Trump,We’re doing therapeutics already.,,
Donald Trump,Fewer people are dying when they get sick.,,
Donald Trump,Far fewer people are dying.,,
Donald Trump,We’ve done a great job.,,
Donald Trump,"The only thing I haven’t done a good job, and that’s because of the fake news, no matter what you say to them, they give you a bad press on it.",,
Donald Trump,It’s just fake news.,,
Donald Trump,"They give you good press, they give me bad press because that’s the way it is, unfortunately.",,
Donald Trump,But let me just say something.,,
Donald Trump,I don’t care.,,
Donald Trump,I’ve gotten used to it.,,
Donald Trump,"But I’ll tell you, Joe, you could never have done the job that we did.",,
Donald Trump,You don’t have it in your blood.,,
Donald Trump,"You could’ve never done that, Joe.",,
Joe Biden,I know how to do the job.,,
Joe Biden,I know how to get the job done.,,
Donald Trump,"Well, you didn’t do very well in Swine Flu.",,
Donald Trump,"H1-N1, you were a disaster.",,
Donald Trump,Your own Chief of Staff said you were a disaster.,,
Joe Biden,"14,000 people died, not 200,000.",,
Donald Trump,"A far less lethal disease, by the way.",,
Chris Wallace,"Sir, you made a point.",,
Chris Wallace,Let him answer it.,,
Joe Biden,And there was no one … We didn’t shut down the economy.,,
Joe Biden,This is his economy he shut down.,,
Joe Biden,"The reason it’s shut down is because, look, you folks at home.",,
Joe Biden,How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID?,,
Joe Biden,"How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?",,
Donald Trump,"We would have lost far more people, far more people.",,
Donald Trump,You would have been months late.,,
Donald Trump,"You’re months behind me, Joe.",,
Joe Biden,"His own CDC Director says we could lose as many as another 200,000 people between now and the end of the year.",,
Joe Biden,"And he said, if we just wear a mask, we can save half those numbers.",,
Joe Biden,Just a mask.,,
Joe Biden,"And by the way, in terms of the whole notion of a vaccine, we’re for a vaccine, but I don’t trust him at all.",,
Joe Biden,Nor do you.,,
Joe Biden,I know you don’t.,,
Joe Biden,What we trust is a scientist.,,
Donald Trump,"You don’t trust Johnson & Johnson, Pfizer?",,
Chris Wallace,"Okay, gentlemen, gentlemen.",,
Chris Wallace,Let me move on to questions about the future because you both have touched on two of the questions I’m going to ask.,,
Chris Wallace,"Focusing on the future first, President Trump, you have repeatedly either contradicted or been at odds with some of your governments own top scientists.",,
Chris Wallace,"The week before last, the Head of the Centers for Disease Control, Dr. Redfield said it would be summer before the vaccine would become generally available to the public.",,
Chris Wallace,You said that he was confused and mistaken.,,
Chris Wallace,Those were your two words.,,
Chris Wallace,"But Dr. Slaoui, the head of your Operation Warp Speed, has said exactly the same thing.",,
Chris Wallace,Are they both wrong?,,
Donald Trump,"Well, I’ve spoken to the companies and we can have it a lot sooner.",,
Donald Trump,It’s a very political thing because people like this would rather make it political than save lives.,,
Joe Biden,God.,,
Donald Trump,It is a very political thing.,,
Donald Trump,"I’ve spoken to Pfizer, I’ve spoken to all of the people that you have to speak to, Moderna, Johnson & Johnson, and others.",,
Donald Trump,They can go faster than that by a lot.,,
Donald Trump,"It’s become very political because the left… Or I don’t know if I call them left, I don’t know what I call them.",,
Chris Wallace,"So you’re suggesting that the head of your Operation Warp Speed, Dr. Slaoui-",,
Donald Trump,I disagree with him.,,
Donald Trump,"No, I disagree with both of them.",,
Donald Trump,And he didn’t say that.,,
Donald Trump,"He said it could be there, but it could also be much sooner.",,
Donald Trump,I had him in my office two days ago.,,
Chris Wallace,"He talked about the summer, sir, before it’s generally available, just like Dr. Redfield.",,
Donald Trump,Because he said it’s a possibility that we’ll have the answer before November 1st.,,
Donald Trump,It could also be after that.,,
Chris Wallace,"I’m talking about when it’s generally available, not-",,
Donald Trump,"Well, we’re going to deliver it right away.",,
Donald Trump,We have the military all set up.,,
Donald Trump,"Logistically, they’re all set up.",,
Donald Trump,"We have our military that delivers soldiers and they can do 200,000 a day.",,
Donald Trump,They’re going to be delivering-,,
Joe Biden,This is the same man who told you-,,
Donald Trump,It’s all set up.,,
Joe Biden,"… by Easter, this would be gone away.",,
Joe Biden,"By the warm weather, it’d be gone.",,
Joe Biden,"Miraculous, like a miracle.",,
Joe Biden,"And by the way, maybe you could inject some bleach in your arm, and that would take care of it.",,
Joe Biden,This is the same man.,,
Donald Trump,"That was said sarcastically, and you know that.",,
Donald Trump,That was said sarcastically.,,
Joe Biden,So here’s the deal.,,
Joe Biden,This man is talking about a vaccine.,,
Joe Biden,"Every serious company is talking about maybe having a vaccine done by the end of the year, but the distribution of that vaccine will not occur until sometime beginning of the middle of next year to get it out, if we get the vaccine.",,
Joe Biden,And pray God we will.,,
Joe Biden,Pray God we will.,,
Chris Wallace,"Mr. Vice President, I want to pick up-",,
Donald Trump,You’ll have the vaccine sooner than that.,,
Chris Wallace,I want to pick up on this question though.,,
Chris Wallace,"You say the public can trust the scientists, but they can’t trust President Trump.",,
Chris Wallace,"In fact, you said that again tonight.",,
